detector_ms,tracker_ms,kalman_ms
0.00,0.04,0.06
0.00,0.04,0.06
0.00,0.05,0.06
0.00,0.04,0.06
0.00,0.05,0.07
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.04,0.06
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.04,0.05
0.00,0.04,0.05
832.34,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.04,0.05
0.00,0.05,0.06
0.00,0.12,0.09
0.00,0.05,0.07
0.00,0.04,0.05
0.00,0.10,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.08,0.10
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.09,0.07
0.00,0.09,0.09
0.00,0.08,0.06
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.07,0.09
0.00,0.05,0.07
0.00,0.07,0.06
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.07,0.08
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.08
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.06,0.08
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.10,0.06
0.00,0.08,0.07
0.00,0.09,0.07
0.00,0.08,0.08
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.04,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.09,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.08
0.00,0.08,0.07
0.00,0.08,0.07
0.00,0.09,0.07
0.00,0.06,0.06
811.40,0.12,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.10,0.06
0.00,0.14,0.09
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.08
0.00,0.07,0.06
0.00,0.07,0.08
0.00,0.10,0.07
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.06,0.08
0.00,0.08,0.08
0.00,0.06,0.06
0.00,0.09,0.08
0.00,0.06,0.06
0.00,0.07,0.08
0.00,0.07,0.08
0.00,0.09,0.08
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.08,0.07
0.00,0.06,0.07
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.09,0.05
0.00,0.07,0.06
0.00,0.10,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.09,0.06
0.00,0.06,0.05
0.00,0.08,0.09
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.09,0.06
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.10,0.08
0.00,0.08,0.06
0.00,0.06,0.04
0.00,0.05,0.05
0.00,0.09,0.06
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.05,0.07
0.00,0.10,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.12,0.08
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.09,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.05,0.05
832.89,0.08,0.07
0.00,0.07,0.06
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.08,0.09
0.00,0.07,0.06
0.00,0.04,0.05
0.00,0.07,0.08
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.11,0.07
0.00,0.09,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.10
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.09
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.05,0.06
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.11,0.07
0.00,0.07,0.07
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.04,0.08
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.04,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.04,0.07
0.00,0.04,0.05
0.00,0.08,0.08
0.00,0.05,0.08
0.00,0.04,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.04,0.06
0.00,0.11,0.05
0.00,0.04,0.06
0.00,0.07,0.07
0.00,0.04,0.05
0.00,0.05,0.08
0.00,0.05,0.07
0.00,0.08,0.08
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.06,0.06
0.00,0.06,0.08
0.00,0.05,0.06
0.00,0.08,0.06
0.00,0.04,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.09,0.08
0.00,0.10,0.07
0.00,0.08,0.07
0.00,0.06,0.08
0.00,0.06,0.06
0.00,0.06,0.06
814.87,0.07,0.05
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.09,0.05
0.00,0.07,0.05
0.00,0.12,0.08
0.00,0.14,0.09
0.00,0.10,0.07
0.00,0.09,0.06
0.00,0.08,0.05
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.08
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.09,0.10
0.00,0.08,0.06
0.00,0.11,0.06
0.00,0.09,0.07
0.00,0.06,0.06
0.00,0.09,0.05
0.00,0.07,0.05
0.00,0.13,0.06
0.00,0.09,0.06
0.00,0.09,0.05
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.07,0.08
0.00,0.06,0.05
0.00,0.09,0.08
0.00,0.08,0.08
0.00,0.12,0.07
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.05,0.07
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.10,0.07
0.00,0.09,0.08
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.08
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.05,0.07
0.00,0.08,0.06
0.00,0.10,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.07,0.08
0.00,0.05,0.05
0.00,0.07,0.07
823.86,0.08,0.06
0.00,0.07,0.08
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.08,0.05
0.00,0.13,0.08
0.00,0.14,0.09
0.00,0.09,0.07
0.00,0.11,0.07
0.00,0.06,0.05
0.00,0.09,0.10
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.10,0.06
0.00,0.06,0.09
0.00,0.07,0.06
0.00,0.11,0.07
0.00,0.08,0.06
0.00,0.09,0.06
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.06,0.08
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.07,0.08
0.00,0.07,0.08
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.08,0.07
0.00,0.09,0.07
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.08,0.05
0.00,0.11,0.06
0.00,0.09,0.07
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.10,0.08
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.10,0.07
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.08,0.05
0.00,0.08,0.07
0.00,0.11,0.07
0.00,0.07,0.07
0.00,0.08,0.07
0.00,0.09,0.05
843.01,0.10,0.05
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.12,0.09
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.08,0.07
0.00,0.05,0.06
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.07,0.08
0.00,0.08,0.07
0.00,0.09,0.08
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.14
0.00,0.05,0.05
957.70,0.10,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.08,0.08
0.00,0.13,0.09
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.09,0.07
0.00,0.07,0.07
0.00,0.07,0.09
0.00,0.06,0.07
0.00,0.07,0.08
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.09,0.07
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.04,0.07
0.00,0.09,0.06
0.00,0.08,0.08
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.16,0.05
0.00,0.09,0.06
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.10,0.07
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.08,0.06
0.00,0.09,0.08
0.00,0.10,0.07
0.00,0.06,0.05
0.00,0.09,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.09,0.08
0.00,0.09,0.09
0.00,0.08,0.07
0.00,0.05,0.06
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.08,0.09
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.15,0.07
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.09,0.08
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.06,0.08
0.00,0.06,0.05
0.00,0.11,0.06
0.00,0.10,0.08
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.11,0.06
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.07,0.07
817.59,0.07,0.06
0.00,0.07,0.06
0.00,0.09,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.14,0.07
0.00,0.10,0.08
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.09,0.08
0.00,0.06,0.06
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.08,0.08
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.13,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.09
0.00,0.09,0.06
0.00,0.07,0.08
0.00,0.08,0.06
0.00,0.04,0.06
0.00,0.10,0.07
0.00,0.12,0.07
0.00,0.12,0.07
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.10,0.10
0.00,0.08,0.05
0.00,0.11,0.07
0.00,0.06,0.09
0.00,0.06,0.05
0.00,0.09,0.06
0.00,0.16,0.06
0.00,0.08,0.09
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.09
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.09,0.07
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.06,0.09
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.09
0.00,0.07,0.10
0.00,0.06,0.06
914.08,0.10,0.07
0.00,0.10,0.08
0.00,0.08,0.06
0.00,0.09,0.06
0.00,0.08,0.06
0.00,0.06,0.07
0.00,0.13,0.09
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.09,0.06
0.00,0.06,0.06
0.00,0.07,0.08
0.00,0.06,0.09
0.00,0.07,0.06
0.00,0.07,0.09
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.10,0.08
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.06,0.10
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.09,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.12,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.08,0.07
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.09,0.06
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.10,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.09,0.08
0.00,0.06,0.05
0.00,0.11,0.07
0.00,0.05,0.05
0.00,0.09,0.09
0.00,0.06,0.05
0.00,0.10,0.08
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.07,0.09
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.05,0.05
909.53,0.07,0.06
0.00,0.05,0.07
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.08,0.06
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.08,0.06
0.00,0.05,0.07
0.00,0.07,0.07
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.07,0.08
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.06,0.08
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.09,0.07
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.10,0.08
0.00,0.05,0.05
0.00,0.08,0.10
0.00,0.06,0.05
0.00,0.06,0.09
0.00,0.07,0.06
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.09
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.09
0.00,0.09,0.07
0.00,0.06,0.11
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.09
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.09,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.09
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.03,0.07
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.04,0.06
0.00,0.04,0.06
831.90,0.08,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.09
0.00,0.04,0.06
0.00,0.06,0.08
0.00,0.07,0.08
0.00,0.05,0.08
0.00,0.08,0.06
0.00,0.08,0.08
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.08,0.10
0.00,0.07,0.06
0.00,0.05,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.05,0.09
0.00,0.04,0.06
0.00,0.06,0.06
0.00,0.08,0.08
0.00,0.05,0.09
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.06,0.06
0.00,0.05,0.09
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.03,0.05
0.00,0.04,0.08
0.00,0.05,0.05
0.00,0.04,0.06
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.04,0.06
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.03,0.05
0.00,0.05,0.06
0.00,0.03,0.06
0.00,0.10,0.08
0.00,0.05,0.05
0.00,0.05,0.08
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.05,0.06
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.09,0.06
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.05,0.07
0.00,0.03,0.06
0.00,0.04,0.08
0.00,0.04,0.07
0.00,0.05,0.06
0.00,0.12,0.07
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.05,0.08
0.00,0.03,0.05
0.00,0.07,0.05
0.00,0.03,0.06
0.00,0.06,0.05
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.03,0.05
0.00,0.05,0.08
0.00,0.04,0.07
0.00,0.06,0.08
0.00,0.06,0.06
0.00,0.03,0.05
0.00,0.05,0.05
826.15,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.13,0.10
0.00,0.10,0.07
0.00,0.06,0.07
0.00,0.10,0.06
0.00,0.09,0.08
0.00,0.09,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.07,0.09
0.00,0.12,0.06
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.10,0.06
0.00,0.10,0.07
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.12,0.06
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.10,0.05
0.00,0.08,0.05
0.00,0.05,0.05
0.00,0.05,0.08
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.08
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.08
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.05,0.09
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.09,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.07,0.05
849.26,0.07,0.07
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.07,0.08
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.08,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.12,0.07
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.05
