detector_ms,tracker_ms,kalman_ms
0.00,0.07,0.05
0.00,0.08,0.05
0.00,0.07,0.05
0.00,0.09,0.05
0.00,0.08,0.05
0.00,0.07,0.05
0.00,0.12,0.07
0.00,0.10,0.07
0.00,0.07,0.05
0.00,0.08,0.05
0.00,0.08,0.05
963.21,0.13,0.08
0.00,0.09,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.08,0.05
0.00,0.09,0.05
0.00,0.13,0.07
0.00,0.12,0.08
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.10
0.00,0.08,0.06
0.00,0.08,0.08
0.00,0.07,0.06
0.00,0.08,0.08
0.00,0.09,0.06
0.00,0.08,0.06
0.00,0.10,0.05
0.00,0.08,0.06
0.00,0.12,0.07
0.00,0.08,0.06
0.00,0.09,0.06
0.00,0.09,0.06
0.00,0.09,0.07
0.00,0.08,0.06
0.00,0.09,0.06
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.12,0.06
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.33,0.10
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.11,0.06
0.00,0.07,0.08
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.10,0.06
0.00,0.07,0.07
0.00,0.10,0.07
0.00,0.08,0.07
0.00,0.07,0.05
0.00,0.10,0.06
0.00,0.10,0.07
0.00,0.09,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.10,0.06
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.08,0.05
0.00,0.10,0.06
0.00,0.07,0.05
0.00,0.10,0.09
0.00,0.10,0.06
0.00,0.08,0.05
0.00,0.08,0.05
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.12,0.06
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.11,0.06
0.00,0.08,0.07
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.06
837.52,0.12,0.06
0.00,0.09,0.07
0.00,0.09,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.11,0.07
0.00,0.14,0.07
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.11,0.06
0.00,0.09,0.06
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.08,0.05
0.00,0.09,0.06
0.00,0.23,0.08
0.00,0.07,0.06
0.00,0.10,0.05
0.00,0.07,0.06
0.00,0.10,0.06
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.07,0.08
0.00,0.11,0.06
0.00,0.08,0.06
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.07,0.05
0.00,0.12,0.05
0.00,0.10,0.05
0.00,0.19,0.07
0.00,0.07,0.06
0.00,0.10,0.07
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.08,0.06
0.00,0.07,0.09
0.00,0.07,0.05
0.00,0.10,0.07
0.00,0.14,0.08
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.10,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.12,0.06
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.09,0.05
0.00,0.09,0.07
0.00,0.07,0.05
0.00,0.09,0.05
0.00,0.12,0.05
0.00,0.14,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.19,0.08
0.00,0.14,0.05
0.00,0.09,0.05
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.13,0.07
0.00,0.10,0.07
0.00,0.08,0.05
0.00,0.09,0.07
0.00,0.08,0.05
0.00,0.07,0.05
0.00,0.19,0.09
0.00,0.11,0.06
0.00,0.08,0.06
0.00,0.09,0.05
0.00,0.09,0.06
0.00,0.15,0.07
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.09,0.08
0.00,0.12,0.06
0.00,0.08,0.06
829.79,0.15,0.06
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.08,0.05
0.00,0.08,0.05
0.00,0.14,0.08
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.08,0.08
0.00,0.09,0.06
0.00,0.10,0.06
0.00,0.09,0.07
0.00,0.08,0.06
0.00,0.12,0.06
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.13,0.07
0.00,0.07,0.05
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.10,0.07
0.00,0.09,0.05
0.00,0.08,0.05
0.00,0.09,0.05
0.00,0.11,0.08
0.00,0.11,0.07
0.00,0.09,0.05
0.00,0.09,0.07
0.00,0.09,0.07
0.00,0.12,0.05
0.00,0.07,0.06
0.00,0.09,0.05
0.00,0.09,0.07
0.00,0.10,0.07
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.09,0.07
0.00,0.15,0.05
0.00,0.07,0.05
0.00,0.10,0.07
0.00,0.10,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.09,0.05
0.00,0.07,0.06
0.00,0.10,0.05
0.00,0.07,0.05
0.00,0.09,0.05
0.00,0.11,0.05
0.00,0.07,0.06
0.00,0.10,0.08
0.00,0.07,0.05
0.00,0.11,0.05
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.12,0.05
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.12,0.05
0.00,0.09,0.05
0.00,0.07,0.07
0.00,0.07,0.08
0.00,0.83,0.07
0.00,0.17,0.05
0.00,0.07,0.08
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.14,0.05
0.00,0.16,0.05
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.10,0.06
0.00,0.07,0.05
0.00,0.09,0.07
836.69,0.16,0.05
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.19,0.07
0.00,0.15,0.05
0.00,0.07,0.05
0.00,0.11,0.07
0.00,0.17,0.07
0.00,0.18,0.06
0.00,0.12,0.05
0.00,0.13,0.05
0.00,0.08,0.06
0.00,0.11,0.07
0.00,0.11,0.06
0.00,0.10,0.08
0.00,0.14,0.07
0.00,0.14,0.06
0.00,0.10,0.05
0.00,0.08,0.07
0.00,0.08,0.07
0.00,0.10,0.06
0.00,0.07,0.09
0.00,0.11,0.06
0.00,0.13,0.06
0.00,0.11,0.07
0.00,0.10,0.05
0.00,0.13,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.10,0.05
0.00,0.13,0.06
0.00,0.15,0.05
0.00,0.10,0.05
0.00,0.08,0.07
0.00,0.09,0.05
0.00,0.07,0.05
0.00,0.15,0.06
0.00,0.14,0.07
0.00,0.09,0.06
0.00,0.14,0.06
0.00,0.11,0.07
0.00,0.09,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.14,0.05
0.00,0.09,0.06
0.00,0.07,0.06
0.00,0.12,0.05
0.00,0.07,0.06
0.00,0.10,0.06
0.00,0.07,0.06
0.00,0.20,0.06
0.00,0.10,0.05
0.00,0.07,0.06
0.00,0.11,0.05
0.00,0.07,0.05
0.00,0.17,0.07
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.12,0.08
0.00,0.14,0.07
0.00,0.21,0.08
0.00,0.09,0.06
0.00,0.07,0.05
0.00,0.10,0.05
0.00,0.10,0.07
0.00,0.24,0.07
0.00,0.13,0.07
0.00,0.11,0.08
0.00,0.07,0.05
0.00,0.10,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.10,0.05
0.00,0.10,0.08
0.00,0.22,0.06
0.00,0.07,0.06
0.00,0.10,0.06
0.00,0.10,0.07
0.00,0.13,0.06
0.00,0.07,0.05
0.00,0.10,0.07
0.00,0.10,0.08
0.00,0.11,0.06
0.00,0.07,0.05
0.00,0.11,0.06
828.58,0.11,0.05
0.00,0.07,0.06
0.00,0.10,0.06
0.00,0.07,0.06
0.00,0.08,0.05
0.00,0.08,0.09
0.00,0.15,0.08
0.00,0.11,0.08
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.08,0.05
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.08,0.08
0.00,0.07,0.06
0.00,0.07,0.08
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.08,0.09
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.07,0.08
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.10,0.06
0.00,0.09,0.07
0.00,0.12,0.05
0.00,0.06,0.08
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.06,0.05
0.00,0.09,0.06
0.00,0.06,0.05
0.00,0.13,0.06
0.00,0.07,0.05
0.00,0.06,0.08
0.00,0.09,0.07
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.08
0.00,0.07,0.06
0.00,0.07,0.08
0.00,0.08,0.05
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.09
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.08,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.10,0.05
0.00,0.12,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.09,0.07
807.94,0.09,0.06
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.09,0.06
0.00,0.11,0.09
0.00,0.11,0.06
0.00,0.10,0.07
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.08,0.09
0.00,0.11,0.08
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.10,0.06
0.00,0.06,0.06
0.00,0.09,0.06
0.00,0.08,0.06
0.00,0.07,0.09
0.00,0.07,0.05
0.00,0.11,0.08
0.00,0.06,0.05
0.00,0.11,0.06
0.00,0.11,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.28,0.07
0.00,0.18,0.07
0.00,0.08,0.07
0.00,0.07,0.08
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.10,0.05
0.00,0.19,0.06
0.00,0.13,0.06
0.00,0.12,0.05
0.00,0.06,0.05
0.00,0.11,0.07
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.12,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.13,0.08
0.00,0.07,0.06
0.00,0.09,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.11,0.08
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.11,0.06
0.00,0.08,0.05
0.00,0.06,0.07
0.00,0.09,0.06
0.00,0.09,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.04,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
815.11,0.11,0.06
0.00,0.08,0.11
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.09,0.06
0.00,0.12,0.07
0.00,0.09,0.06
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.06,0.08
0.00,0.08,0.06
0.00,0.08,0.08
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.08
0.00,0.08,0.06
0.00,0.07,0.08
0.00,0.08,0.06
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.06,0.07
0.00,0.09,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.08
0.00,0.08,0.07
0.00,0.09,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.09,0.05
0.00,0.14,0.08
0.00,0.09,0.07
0.00,0.06,0.07
0.00,0.09,0.07
0.00,0.16,0.07
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.11,0.08
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.12,0.05
0.00,0.07,0.06
0.00,0.10,0.05
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.10,0.06
0.00,0.06,0.05
0.00,0.10,0.06
0.00,0.09,0.06
0.00,0.09,0.06
0.00,0.06,0.07
0.00,0.07,0.05
0.00,0.06,0.07
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.08,0.09
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.09,0.08
833.97,0.08,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.10,0.06
0.00,0.07,0.05
0.00,0.14,0.08
0.00,0.11,0.08
0.00,0.10,0.06
0.00,0.09,0.07
0.00,0.09,0.07
0.00,0.08,0.07
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.16,0.08
0.00,0.19,0.06
0.00,0.07,0.08
0.00,0.13,0.06
0.00,0.07,0.09
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.09,0.06
0.00,0.08,0.07
0.00,0.30,0.06
0.00,0.15,0.06
0.00,0.12,0.07
0.00,0.14,0.07
0.00,0.08,0.05
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.08,0.07
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.11,0.06
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.08,0.05
0.00,0.09,0.06
0.00,0.07,0.07
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.09
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.08,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.09,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.09,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.07,0.06
835.33,0.12,0.07
0.00,0.08,0.06
0.00,0.08,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.10,0.07
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.10,0.08
0.00,0.07,0.06
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.09,0.06
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.09,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.05,0.07
0.00,0.05,0.06
0.00,0.04,0.05
0.00,0.04,0.05
0.00,0.04,0.05
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.12,0.08
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
847.33,0.08,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.04,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.09,0.07
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.08,0.05
0.00,0.13,0.06
0.00,0.09,0.06
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.08,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.09,0.05
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.10,0.06
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.09,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.09,0.05
952.69,0.09,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.14,0.09
0.00,0.08,0.06
0.00,0.06,0.07
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.10,0.08
0.00,0.07,0.05
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.06,0.09
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.09,0.06
0.00,0.06,0.07
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.18,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.12,0.06
0.00,0.06,0.06
0.00,0.10,0.07
0.00,0.11,0.09
0.00,0.13,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.10,0.05
0.00,0.06,0.07
0.00,0.09,0.06
0.00,0.07,0.05
0.00,0.09,0.08
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.11,0.07
0.00,0.06,0.08
0.00,0.07,0.06
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.14,0.08
0.00,0.11,0.06
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.06,0.08
0.00,0.09,0.08
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.10,0.08
0.00,0.09,0.09
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.08
0.00,0.04,0.05
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.07,0.10
0.00,0.08,0.06
839.90,0.05,0.08
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.07,0.05
0.00,0.09,0.09
0.00,0.07,0.05
0.00,0.08,0.07
0.00,0.09,0.08
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.05,0.07
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.07,0.07
0.00,0.04,0.05
0.00,0.05,0.07
0.00,0.08,0.06
0.00,0.05,0.05
0.00,0.08,0.09
0.00,0.05,0.05
0.00,0.04,0.06
0.00,0.08,0.07
0.00,0.07,0.06
0.00,0.09,0.07
0.00,0.05,0.13
0.00,0.04,0.08
0.00,0.09,0.07
0.00,0.07,0.05
0.00,0.05,0.06
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.04,0.05
0.00,0.04,0.06
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.04,0.08
0.00,0.07,0.06
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.09,0.08
0.00,0.08,0.06
0.00,0.04,0.08
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.10,0.08
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.07,0.08
0.00,0.05,0.06
0.00,0.04,0.05
0.00,0.06,0.07
0.00,0.04,0.07
0.00,0.06,0.06
0.00,0.11,0.06
0.00,0.09,0.06
0.00,0.07,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.09,0.06
827.32,0.05,0.06
0.00,0.09,0.07
0.00,0.04,0.06
0.00,0.07,0.06
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.13,0.09
0.00,0.08,0.09
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.05,0.07
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.08,0.09
0.00,0.07,0.09
0.00,0.04,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.08,0.09
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.07,0.08
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.04,0.05
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.05,0.06
0.00,0.04,0.05
0.00,0.06,0.07
0.00,0.04,0.05
0.00,0.06,0.05
0.00,0.05,0.08
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.07,0.07
0.00,0.10,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.06,0.09
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.07,0.05
0.00,0.07,0.09
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.09,0.07
0.00,0.09,0.07
0.00,0.03,0.05
0.00,0.06,0.05
0.00,0.03,0.06
0.00,0.06,0.08
0.00,0.11,0.08
0.00,0.09,0.06
